team_a,team_b,team_a_score,team_b_score,neutral,result,year
Guinea,Ghana,1.0,1.0,True,1,2014
Malawi,Algeria,0.0,2.0,False,2,2014
Mozambique,Cape Verde,2.0,0.0,False,0,2014
Poland,Germany,2.0,0.0,False,0,2014
Scotland,Georgia,1.0,0.0,False,0,2014
Austria,Montenegro,1.0,0.0,False,0,2014
Estonia,England,0.0,1.0,False,2,2014
Guadeloupe,Curaçao,0.0,1.0,False,2,2014
Haiti,Saint Kitts and Nevis,0.0,0.0,False,1,2014
Luxembourg,Spain,0.0,4.0,False,2,2014
Mexico,Panama,1.0,0.0,False,0,2014
Sweden,Liechtenstein,2.0,0.0,False,0,2014
Bosnia and Herzegovina,Belgium,1.0,1.0,False,1,2014
Croatia,Azerbaijan,6.0,0.0,False,0,2014
Iceland,Netherlands,2.0,0.0,False,0,2014
Jordan,Kuwait,1.0,1.0,False,1,2014
Kazakhstan,Czech Republic,2.0,4.0,False,2,2014
Latvia,Turkey,1.0,1.0,False,1,2014
Morocco,Kenya,3.0,0.0,False,0,2014
Norway,Bulgaria,2.0,1.0,False,0,2014
Oman,Uruguay,0.0,3.0,False,2,2014
Armenia,France,0.0,3.0,False,2,2014
Bahrain,Iraq,0.0,0.0,False,1,2014
China,Paraguay,2.0,1.0,False,0,2014
Denmark,Portugal,0.0,1.0,False,2,2014
Germany,Republic of Ireland,1.0,1.0,False,1,2014
Hong Kong,Argentina,0.0,7.0,False,2,2014
Japan,Brazil,0.0,4.0,True,2,2014
South Korea,Costa Rica,1.0,3.0,False,2,2014
Poland,Scotland,2.0,2.0,False,1,2014
Qatar,Australia,1.0,0.0,False,0,2014
San Marino,Switzerland,0.0,4.0,False,2,2014
Saudi Arabia,Lebanon,1.0,1.0,False,1,2014
United Arab Emirates,Uzbekistan,0.0,4.0,False,2,2014
United States,Honduras,1.0,1.0,False,1,2014
Algeria,Malawi,3.0,0.0,False,0,2014
Cape Verde,Mozambique,1.0,0.0,False,0,2014
Egypt,Botswana,2.0,0.0,False,0,2014
Ghana,Guinea,3.0,1.0,False,0,2014
Ivory Coast,DR Congo,3.0,4.0,False,2,2014
South Africa,Congo,0.0,0.0,False,1,2014
Tunisia,Senegal,1.0,0.0,False,0,2014
Zambia,Ivory Coast,1.0,1.0,False,1,2014
Qatar,North Korea,3.0,1.0,False,0,2014
Saudi Arabia,Palestine,2.0,0.0,False,0,2014
Curaçao,Trinidad and Tobago,2.0,3.0,True,2,2014
Argentina,Croatia,2.0,1.0,True,0,2014
Belgium,Iceland,3.0,1.0,False,0,2014
Haiti,Antigua and Barbuda,2.0,2.0,True,1,2014
Netherlands,Mexico,2.0,3.0,False,2,2014
Norway,Estonia,0.0,1.0,False,2,2014
Turkey,Brazil,0.0,4.0,False,2,2014
Curaçao,Cuba,2.0,3.0,True,2,2014
Morocco,Benin,6.0,1.0,False,0,2014
Saudi Arabia,Qatar,1.0,1.0,False,1,2014
Uruguay,Costa Rica,3.0,3.0,False,1,2014
Botswana,Tunisia,0.0,0.0,False,1,2014
China,New Zealand,1.0,1.0,False,1,2014
France,Albania,1.0,1.0,False,1,2014
Germany,Gibraltar,4.0,0.0,False,0,2014
Iraq,Kuwait,0.0,1.0,True,2,2014
Ivory Coast,Sierra Leone,5.0,1.0,False,0,2014
Japan,Honduras,6.0,0.0,False,0,2014
Jordan,South Korea,0.0,1.0,False,2,2014
Martinique,Haiti,0.0,3.0,True,2,2014
Paraguay,Peru,2.0,1.0,False,0,2014
Portugal,Armenia,1.0,0.0,False,0,2014
Scotland,Republic of Ireland,1.0,0.0,False,0,2014
United States,Colombia,1.0,2.0,True,2,2014
Algeria,Ethiopia,3.0,1.0,False,0,2014
Austria,Russia,1.0,0.0,False,0,2014
Cameroon,DR Congo,1.0,0.0,False,0,2014
Cape Verde,Niger,3.0,1.0,False,0,2014
Egypt,Senegal,0.0,1.0,False,2,2014
England,Slovenia,3.0,1.0,False,0,2014
French Guiana,Curaçao,4.0,1.0,True,0,2014
Montenegro,Sweden,1.0,1.0,False,1,2014
South Africa,Sudan,2.0,1.0,False,0,2014
Spain,Belarus,3.0,0.0,False,0,2014
Switzerland,Lithuania,4.0,0.0,False,0,2014
Uganda,Ghana,1.0,0.0,False,0,2014
Azerbaijan,Norway,0.0,1.0,False,2,2014
Belgium,Wales,0.0,0.0,False,1,2014
Czech Republic,Iceland,2.0,1.0,False,0,2014
Israel,Bosnia and Herzegovina,3.0,0.0,False,0,2014
Italy,Croatia,1.0,1.0,False,1,2014
Morocco,Zimbabwe,2.0,1.0,False,0,2014
Netherlands,Latvia,6.0,0.0,False,0,2014
Saudi Arabia,Bahrain,3.0,0.0,False,0,2014
Turkey,Kazakhstan,3.0,1.0,False,0,2014
Yemen,Qatar,0.0,0.0,True,1,2014
Iraq,Oman,1.0,1.0,True,1,2014
Austria,Brazil,1.0,2.0,False,2,2014
Belarus,Mexico,3.0,2.0,False,0,2014
Chile,Uruguay,1.0,2.0,False,2,2014
Cuba,Haiti,1.0,2.0,True,2,2014
Estonia,Jordan,1.0,0.0,False,0,2014
France,Sweden,1.0,0.0,False,0,2014
Iran,South Korea,1.0,0.0,False,0,2014
Republic of Ireland,United States,4.0,1.0,False,0,2014
Japan,Australia,2.0,1.0,False,0,2014
Panama,Canada,0.0,0.0,False,1,2014
Peru,Paraguay,2.0,1.0,False,0,2014
Poland,Switzerland,2.0,2.0,False,1,2014
Portugal,Argentina,1.0,0.0,True,0,2014
Scotland,England,1.0,3.0,False,2,2014
Slovenia,Colombia,0.0,1.0,False,2,2014
Spain,Germany,0.0,1.0,False,2,2014
Thailand,New Zealand,2.0,0.0,False,0,2014
Bahrain,Qatar,0.0,0.0,True,1,2014
DR Congo,Sierra Leone,3.0,1.0,False,0,2014
Ghana,Togo,3.0,1.0,False,0,2014
Ivory Coast,Cameroon,0.0,0.0,False,1,2014
Mali,Algeria,2.0,0.0,False,0,2014
Nigeria,South Africa,2.0,2.0,False,1,2014
Saudi Arabia,Yemen,1.0,0.0,False,0,2014
Senegal,Botswana,3.0,0.0,False,0,2014
Tunisia,Egypt,2.0,1.0,False,0,2014
Zambia,Cape Verde,1.0,0.0,False,0,2014
United Arab Emirates,Iraq,2.0,0.0,True,0,2014
Oman,Qatar,1.0,3.0,True,2,2014
Saudi Arabia,United Arab Emirates,3.0,2.0,False,0,2014
Saudi Arabia,Qatar,1.0,2.0,False,2,2014
South Africa,Ivory Coast,2.0,0.0,False,0,2014
Uzbekistan,Palestine,1.0,0.0,True,0,2014
Uzbekistan,Jordan,2.0,1.0,True,0,2014
Iraq,Kuwait,1.0,1.0,True,1,2014
Uzbekistan,Iraq,1.0,0.0,True,0,2014
Qatar,Estonia,3.0,0.0,False,0,2014
Uzbekistan,Iraq,0.0,0.0,True,1,2014
Bahrain,Saudi Arabia,4.0,1.0,True,0,2014
United Arab Emirates,Jordan,1.0,0.0,True,0,2014
Qatar,Oman,2.0,2.0,True,1,2014
Bahrain,Jordan,1.0,0.0,True,0,2015
Iran,Iraq,1.0,0.0,True,0,2015
South Korea,Saudi Arabia,2.0,0.0,True,0,2015
South Africa,Zambia,1.0,0.0,False,0,2015
Cameroon,DR Congo,1.0,1.0,False,1,2015
Australia,Kuwait,4.0,1.0,False,0,2015
Senegal,Gabon,1.0,0.0,True,0,2015
Cameroon,South Africa,1.0,1.0,True,1,2015
Cape Verde,Congo,3.0,2.0,True,0,2015
South Korea,Oman,1.0,0.0,True,0,2015
Saudi Arabia,China,0.0,1.0,True,2,2015
Uzbekistan,North Korea,1.0,0.0,True,0,2015
Iran,Bahrain,2.0,0.0,True,0,2015
Nigeria,Ivory Coast,0.0,1.0,True,2,2015
Tunisia,Algeria,1.0,1.0,False,1,2015
United Arab Emirates,Qatar,4.0,1.0,True,0,2015
Japan,Palestine,4.0,0.0,True,0,2015
Jordan,Iraq,0.0,1.0,True,2,2015
Australia,Oman,4.0,0.0,False,0,2015
Kuwait,South Korea,0.0,1.0,True,2,2015
Senegal,Guinea,5.0,2.0,True,0,2015
China,Uzbekistan,2.0,1.0,True,0,2015
North Korea,Saudi Arabia,1.0,4.0,True,2,2015
Mali,South Africa,0.0,3.0,True,2,2015
Qatar,Iran,0.0,1.0,True,2,2015
Sweden,Ivory Coast,2.0,0.0,True,0,2015
Canada,Iceland,1.0,2.0,True,2,2015
Iraq,Japan,0.0,1.0,True,2,2015
Palestine,Jordan,1.0,5.0,True,2,2015
Australia,South Korea,0.0,1.0,False,2,2015
Tunisia,Cape Verde,1.0,1.0,True,1,2015
Uzbekistan,Saudi Arabia,3.0,1.0,True,0,2015
Zambia,DR Congo,1.0,1.0,True,1,2015
Algeria,South Africa,3.0,1.0,True,0,2015
Canada,Iceland,1.0,1.0,True,1,2015
Finland,Sweden,1.0,0.0,True,0,2015
Ghana,Senegal,1.0,2.0,True,2,2015
Iran,United Arab Emirates,1.0,0.0,True,0,2015
Qatar,Bahrain,1.0,2.0,True,2,2015
Iraq,Palestine,2.0,0.0,True,0,2015
Ivory Coast,Guinea,1.0,1.0,True,1,2015
Japan,Jordan,2.0,0.0,True,0,2015
Australia,China,2.0,0.0,False,0,2015
Cape Verde,DR Congo,0.0,0.0,True,1,2015
South Korea,Uzbekistan,2.0,0.0,True,0,2015
Zambia,Tunisia,1.0,2.0,True,2,2015
Ghana,Algeria,1.0,0.0,True,0,2015
Iran,Iraq,3.0,3.0,True,1,2015
Japan,United Arab Emirates,1.0,1.0,True,1,2015
South Africa,Senegal,1.0,1.0,True,1,2015
Ivory Coast,Mali,1.0,1.0,True,1,2015
Cape Verde,Zambia,0.0,0.0,True,1,2015
DR Congo,Tunisia,1.0,1.0,True,1,2015
South Korea,Iraq,2.0,0.0,True,0,2015
Australia,United Arab Emirates,2.0,0.0,False,0,2015
Senegal,Algeria,0.0,2.0,True,2,2015
South Africa,Ghana,1.0,2.0,True,2,2015
Cameroon,Ivory Coast,0.0,1.0,True,2,2015
Chile,United States,3.0,2.0,False,0,2015
Curaçao,Aruba,0.0,0.0,True,1,2015
Iraq,United Arab Emirates,2.0,3.0,True,2,2015
Australia,South Korea,2.0,1.0,False,0,2015
Congo,DR Congo,2.0,4.0,True,2,2015
Equatorial Guinea,Tunisia,2.0,1.0,False,0,2015
Curaçao,Bonaire,4.0,1.0,True,0,2015
Ghana,Guinea,3.0,0.0,True,0,2015
Ivory Coast,Algeria,3.0,1.0,True,0,2015
DR Congo,Ivory Coast,1.0,3.0,True,2,2015
Equatorial Guinea,Ghana,0.0,3.0,False,2,2015
Equatorial Guinea,DR Congo,0.0,0.0,False,1,2015
Ivory Coast,Ghana,0.0,0.0,True,1,2015
United States,Panama,2.0,0.0,False,0,2015
Denmark,United States,3.0,2.0,False,0,2015
Germany,Australia,2.0,2.0,False,1,2015
Scotland,Northern Ireland,1.0,0.0,False,0,2015
Eswatini,South Africa,1.0,3.0,False,2,2015
Bahrain,Colombia,0.0,6.0,False,2,2015
Chile,Iran,0.0,2.0,True,2,2015
Egypt,Equatorial Guinea,2.0,0.0,False,0,2015
France,Brazil,1.0,3.0,False,2,2015
Ivory Coast,Angola,2.0,0.0,False,0,2015
Jordan,Syria,0.0,1.0,False,2,2015
Qatar,Algeria,1.0,0.0,False,0,2015
Canada,Guatemala,1.0,0.0,True,0,2015
China,Haiti,2.0,2.0,False,1,2015
Curaçao,Montserrat,2.0,1.0,False,0,2015
England,Lithuania,4.0,0.0,False,0,2015
Japan,Tunisia,2.0,0.0,False,0,2015
South Korea,Uzbekistan,1.0,1.0,False,1,2015
Liechtenstein,Austria,0.0,5.0,False,2,2015
Moldova,Sweden,0.0,2.0,False,2,2015
Spain,Ukraine,1.0,0.0,False,0,2015
Switzerland,Estonia,3.0,0.0,False,0,2015
Trinidad and Tobago,Panama,0.0,1.0,False,2,2015
Argentina,El Salvador,2.0,0.0,True,0,2015
Andorra,Bosnia and Herzegovina,0.0,3.0,False,2,2015
Belgium,Cyprus,5.0,0.0,False,0,2015
Croatia,Norway,5.0,1.0,False,0,2015
Czech Republic,Latvia,1.0,1.0,False,1,2015
Ghana,Senegal,1.0,2.0,True,2,2015
Iraq,DR Congo,2.0,1.0,True,0,2015
Morocco,Uruguay,0.0,1.0,False,2,2015
Netherlands,Turkey,1.0,1.0,False,1,2015
Brazil,Chile,1.0,0.0,True,0,2015
France,Denmark,2.0,0.0,False,0,2015
Georgia,Germany,0.0,2.0,False,2,2015
Ivory Coast,Equatorial Guinea,1.0,1.0,False,1,2015
Portugal,Serbia,2.0,1.0,False,0,2015
Scotland,Gibraltar,6.0,1.0,False,0,2015
South Africa,Nigeria,1.0,1.0,False,1,2015
Kuwait,Colombia,1.0,3.0,True,2,2015
North Macedonia,Australia,0.0,0.0,False,1,2015
Oman,Algeria,1.0,4.0,True,2,2015
Qatar,Slovenia,1.0,0.0,False,0,2015
Saudi Arabia,Jordan,2.0,1.0,False,0,2015
Argentina,Ecuador,2.0,1.0,True,0,2015
Austria,Bosnia and Herzegovina,1.0,1.0,False,1,2015
China,Tunisia,1.0,1.0,False,1,2015
Ghana,Mali,1.0,1.0,True,1,2015
Iraq,DR Congo,1.0,0.0,True,0,2015
Israel,Belgium,0.0,1.0,False,2,2015
Italy,England,1.0,1.0,False,1,2015
Japan,Uzbekistan,5.0,1.0,False,0,2015
South Korea,New Zealand,1.0,0.0,False,0,2015
Luxembourg,Turkey,1.0,2.0,False,2,2015
Montserrat,Curaçao,2.0,2.0,False,1,2015
Netherlands,Spain,2.0,0.0,False,0,2015
Panama,Costa Rica,2.0,1.0,False,0,2015
Portugal,Cape Verde,0.0,2.0,False,2,2015
Slovakia,Czech Republic,1.0,0.0,False,0,2015
Sweden,Iran,3.0,1.0,False,0,2015
Switzerland,United States,1.0,1.0,False,1,2015
United States,Mexico,2.0,0.0,False,0,2015
Lesotho,South Africa,0.0,0.0,False,1,2015
Lesotho,South Africa,1.0,1.0,False,1,2015
South Africa,Botswana,0.0,0.0,False,1,2015
Ghana,Madagascar,1.0,2.0,True,2,2015
South Africa,Malawi,0.0,0.0,False,1,2015
Zambia,Ghana,3.0,0.0,True,0,2015
Jordan,Lebanon,0.0,0.0,False,1,2015
Mexico,Guatemala,3.0,0.0,False,0,2015
Northern Ireland,Qatar,1.0,1.0,True,1,2015
Panama,Ecuador,1.0,1.0,False,1,2015
Peru,Mexico,1.0,1.0,False,1,2015
Curaçao,Trinidad and Tobago,1.0,0.0,False,0,2015
Jordan,Kuwait,2.0,2.0,True,1,2015
Netherlands,United States,3.0,4.0,False,2,2015
Scotland,Qatar,1.0,0.0,False,0,2015
Argentina,Bolivia,5.0,0.0,False,0,2015
Colombia,Costa Rica,1.0,0.0,True,0,2015
Ecuador,Panama,4.0,0.0,False,0,2015
Paraguay,Honduras,2.0,2.0,False,1,2015
Uruguay,Guatemala,5.0,1.0,False,0,2015
Brazil,Mexico,2.0,0.0,False,0,2015
Croatia,Gibraltar,4.0,0.0,False,0,2015
France,Belgium,3.0,4.0,False,2,2015
Republic of Ireland,England,0.0,0.0,False,1,2015
Egypt,Malawi,2.0,1.0,False,0,2015
Ghana,Togo,1.0,0.0,False,0,2015
Norway,Sweden,0.0,0.0,False,1,2015
Turkey,Bulgaria,4.0,0.0,False,0,2015
DR Congo,Cameroon,1.0,1.0,True,1,2015
Brazil,Honduras,1.0,0.0,False,0,2015
Curaçao,Cuba,0.0,0.0,False,1,2015
Germany,United States,1.0,2.0,False,2,2015
Switzerland,Liechtenstein,3.0,0.0,False,0,2015
Chile,Ecuador,2.0,0.0,False,0,2015
Japan,Iraq,4.0,0.0,False,0,2015
South Korea,United Arab Emirates,3.0,0.0,True,0,2015
Maldives,Qatar,0.0,1.0,False,2,2015
Saudi Arabia,Palestine,3.0,2.0,False,0,2015
Spain,Costa Rica,2.0,1.0,False,0,2015
Tajikistan,Jordan,1.0,3.0,False,2,2015
Uzbekistan,Iran,0.0,1.0,False,2,2015
Dominica,Canada,0.0,2.0,False,2,2015
Bosnia and Herzegovina,Israel,3.0,1.0,False,0,2015
Croatia,Italy,1.0,1.0,False,1,2015
Iceland,Czech Republic,2.0,1.0,False,0,2015
Kazakhstan,Turkey,0.0,1.0,False,2,2015
Latvia,Netherlands,0.0,2.0,False,2,2015
Mexico,Bolivia,0.0,0.0,True,1,2015
Morocco,Libya,1.0,0.0,False,0,2015
Norway,Azerbaijan,0.0,0.0,False,1,2015
Wales,Belgium,1.0,0.0,False,0,2015
Tunisia,Djibouti,8.0,1.0,False,0,2015
Albania,France,1.0,0.0,False,0,2015
Algeria,Seychelles,4.0,0.0,False,0,2015
Argentina,Paraguay,2.0,2.0,True,1,2015
Armenia,Portugal,2.0,3.0,False,2,2015
Cape Verde,São Tomé and Príncipe,7.0,1.0,False,0,2015
Gibraltar,Germany,0.0,7.0,True,2,2015
Republic of Ireland,Scotland,1.0,1.0,False,1,2015
Senegal,Burundi,3.0,1.0,False,0,2015
South Africa,Gambia,0.0,0.0,False,1,2015
Uruguay,Jamaica,1.0,0.0,True,0,2015
Belarus,Spain,0.0,1.0,False,2,2015
Brazil,Peru,2.0,1.0,True,0,2015
Colombia,Venezuela,0.0,1.0,True,2,2015
DR Congo,Madagascar,2.0,1.0,False,0,2015
Cuba,Curaçao,1.0,1.0,False,1,2015
Egypt,Tanzania,3.0,0.0,False,0,2015
Gabon,Ivory Coast,0.0,0.0,False,1,2015
Ghana,Mauritius,7.0,1.0,False,0,2015
Lithuania,Switzerland,1.0,2.0,False,2,2015
Russia,Austria,0.0,1.0,False,2,2015
Slovenia,England,2.0,3.0,False,2,2015
Sweden,Montenegro,3.0,1.0,False,0,2015
Chile,Mexico,3.0,3.0,False,1,2015
Ecuador,Bolivia,2.0,3.0,True,2,2015
Argentina,Uruguay,1.0,0.0,True,0,2015
Myanmar,South Korea,0.0,2.0,True,2,2015
Italy,Portugal,0.0,1.0,True,2,2015
Japan,Singapore,0.0,0.0,False,1,2015
Jordan,Trinidad and Tobago,3.0,0.0,False,0,2015
North Korea,Uzbekistan,4.0,2.0,False,0,2015
Kyrgyzstan,Australia,1.0,2.0,False,2,2015
Paraguay,Jamaica,1.0,0.0,True,0,2015
South Africa,Angola,2.0,1.0,False,0,2015
Turkmenistan,Iran,1.0,1.0,False,1,2015
Canada,Dominica,4.0,0.0,False,0,2015
Brazil,Colombia,0.0,1.0,True,2,2015
Mexico,Ecuador,1.0,2.0,True,2,2015
Argentina,Jamaica,1.0,0.0,True,0,2015
Uruguay,Paraguay,1.0,1.0,True,1,2015
Brazil,Venezuela,2.0,1.0,True,0,2015
Colombia,Peru,0.0,0.0,True,1,2015
Chile,Uruguay,1.0,0.0,False,0,2015
Argentina,Colombia,0.0,0.0,True,1,2015
Brazil,Paraguay,1.0,1.0,True,1,2015
Mexico,Costa Rica,2.0,2.0,True,1,2015
Argentina,Paraguay,6.0,1.0,True,0,2015
Honduras,Mexico,0.0,0.0,True,1,2015
Peru,Paraguay,2.0,0.0,True,0,2015
Chile,Argentina,0.0,0.0,False,1,2015
Panama,Haiti,1.0,1.0,True,1,2015
United States,Honduras,2.0,1.0,False,0,2015
El Salvador,Canada,0.0,0.0,True,1,2015
Mexico,Cuba,6.0,0.0,True,0,2015
Honduras,Panama,1.0,1.0,True,1,2015
United States,Haiti,1.0,0.0,False,0,2015
Jamaica,Canada,1.0,0.0,True,0,2015
Guatemala,Mexico,0.0,0.0,True,1,2015
Honduras,Haiti,0.0,1.0,True,2,2015
United States,Panama,1.0,1.0,False,1,2015
Canada,Costa Rica,0.0,0.0,False,1,2015
Trinidad and Tobago,Mexico,4.0,4.0,True,1,2015
Haiti,Jamaica,0.0,1.0,True,2,2015
United States,Cuba,6.0,0.0,False,0,2015
Mexico,Costa Rica,1.0,0.0,True,0,2015
Trinidad and Tobago,Panama,1.0,1.0,True,1,2015
Panama,Mexico,1.0,2.0,True,2,2015
United States,Jamaica,1.0,2.0,False,2,2015
United States,Panama,1.0,1.0,False,1,2015
Jamaica,Mexico,1.0,3.0,True,2,2015
China,South Korea,0.0,2.0,False,2,2015
North Korea,Japan,2.0,1.0,True,0,2015
Japan,South Korea,1.0,1.0,True,1,2015
China,Japan,1.0,1.0,False,1,2015
South Korea,North Korea,0.0,0.0,True,1,2015
Lebanon,Iraq,2.0,3.0,False,2,2015
Qatar,Singapore,4.0,0.0,False,0,2015
Congo,Ghana,2.0,3.0,False,2,2015
Australia,Bangladesh,5.0,0.0,False,0,2015
Azerbaijan,Croatia,0.0,0.0,False,1,2015
Belgium,Bosnia and Herzegovina,3.0,1.0,False,0,2015
Bulgaria,Norway,0.0,1.0,False,2,2015
Czech Republic,Kazakhstan,2.0,1.0,False,0,2015
Iran,Guam,6.0,0.0,False,0,2015
Iraq,Taiwan,5.0,1.0,True,0,2015
Japan,Cambodia,3.0,0.0,False,0,2015
Jordan,Kyrgyzstan,0.0,0.0,False,1,2015
South Korea,Laos,8.0,0.0,False,0,2015
Netherlands,Iceland,0.0,1.0,False,2,2015
Qatar,Bhutan,15.0,0.0,False,0,2015
Saudi Arabia,Timor-Leste,7.0,0.0,False,0,2015
Turkey,Latvia,1.0,1.0,False,1,2015
Uzbekistan,Yemen,1.0,0.0,False,0,2015
Curaçao,El Salvador,0.0,1.0,False,2,2015
Georgia,Scotland,1.0,0.0,False,0,2015
Germany,Poland,3.0,1.0,False,0,2015
Grenada,Haiti,1.0,3.0,False,2,2015
Portugal,France,0.0,1.0,False,2,2015
Canada,Belize,3.0,0.0,False,0,2015
United States,Peru,2.0,1.0,False,0,2015
Argentina,Bolivia,7.0,0.0,True,0,2015
Austria,Moldova,1.0,0.0,False,0,2015
Chile,Paraguay,3.0,2.0,False,0,2015
Costa Rica,Brazil,0.0,1.0,True,2,2015
Liberia,Tunisia,1.0,0.0,False,0,2015
Mauritania,South Africa,3.0,1.0,False,0,2015
Namibia,Senegal,0.0,2.0,False,2,2015
Russia,Sweden,1.0,0.0,False,0,2015
Rwanda,Ghana,0.0,1.0,False,2,2015
San Marino,England,0.0,6.0,False,2,2015
São Tomé and Príncipe,Morocco,0.0,3.0,False,2,2015
Spain,Slovakia,2.0,0.0,False,0,2015
Switzerland,Slovenia,3.0,2.0,False,0,2015
Bosnia and Herzegovina,Andorra,3.0,0.0,False,0,2015
Central African Republic,DR Congo,2.0,0.0,False,0,2015
Cyprus,Belgium,0.0,1.0,False,2,2015
Latvia,Czech Republic,1.0,2.0,False,2,2015
Lesotho,Algeria,1.0,3.0,False,2,2015
Libya,Cape Verde,1.0,2.0,True,2,2015
Norway,Croatia,2.0,0.0,False,0,2015
Sierra Leone,Ivory Coast,0.0,0.0,True,1,2015
Turkey,Netherlands,3.0,0.0,False,0,2015
Albania,Portugal,0.0,1.0,False,2,2015
Myanmar,New Zealand,1.0,1.0,False,1,2015
France,Serbia,2.0,1.0,False,0,2015
Scotland,Germany,2.0,3.0,False,2,2015
United States,Brazil,1.0,4.0,False,2,2015
Afghanistan,Japan,0.0,6.0,True,2,2015
Bangladesh,Jordan,0.0,4.0,False,2,2015
Ecuador,Honduras,2.0,0.0,False,0,2015
El Salvador,Curaçao,1.0,0.0,False,0,2015
England,Switzerland,2.0,0.0,False,0,2015
Hong Kong,Qatar,2.0,3.0,False,2,2015
India,Iran,0.0,3.0,False,2,2015
Lebanon,South Korea,0.0,3.0,False,2,2015
North Macedonia,Spain,0.0,1.0,False,2,2015
Malaysia,Saudi Arabia,0.0,3.0,False,2,2015
Mexico,Argentina,2.0,2.0,True,1,2015
Philippines,Uzbekistan,1.0,5.0,False,2,2015
South Africa,Senegal,1.0,0.0,False,0,2015
Sweden,Austria,1.0,4.0,False,2,2015
Tajikistan,Australia,0.0,3.0,False,2,2015
Thailand,Iraq,2.0,2.0,False,1,2015
Venezuela,Panama,1.0,1.0,False,1,2015
Belize,Canada,1.0,1.0,False,1,2015
Haiti,Grenada,3.0,0.0,False,0,2015
Colombia,Peru,1.0,1.0,True,1,2015
Jordan,Iraq,3.0,0.0,False,0,2015
Argentina,Ecuador,0.0,2.0,False,2,2015
Bahrain,Uzbekistan,0.0,4.0,False,2,2015
Bolivia,Uruguay,0.0,2.0,False,2,2015
Chile,Brazil,2.0,0.0,False,0,2015
Colombia,Peru,2.0,0.0,False,0,2015
France,Armenia,4.0,0.0,False,0,2015
Republic of Ireland,Germany,1.0,0.0,False,0,2015
Jordan,Australia,2.0,0.0,False,0,2015
Kuwait,South Korea,0.0,1.0,False,2,2015
Nigeria,DR Congo,0.0,2.0,True,2,2015
Oman,Iran,1.0,1.0,False,1,2015
Portugal,Denmark,1.0,0.0,False,0,2015
Qatar,China,1.0,0.0,False,0,2015
Saudi Arabia,United Arab Emirates,2.0,1.0,False,0,2015
Scotland,Poland,2.0,2.0,False,1,2015
Syria,Japan,0.0,3.0,True,2,2015
Venezuela,Paraguay,0.0,1.0,False,2,2015
Vietnam,Iraq,1.0,1.0,False,1,2015
Algeria,Guinea,1.0,2.0,False,2,2015
England,Estonia,2.0,0.0,False,0,2015
Liechtenstein,Sweden,0.0,2.0,False,2,2015
Montenegro,Austria,2.0,3.0,False,2,2015
Morocco,Ivory Coast,0.0,1.0,False,2,2015
Spain,Luxembourg,4.0,0.0,False,0,2015
Switzerland,San Marino,7.0,0.0,False,0,2015
Tunisia,Gabon,3.0,3.0,False,1,2015
Andorra,Belgium,1.0,4.0,False,2,2015
Bosnia and Herzegovina,Wales,2.0,0.0,False,0,2015
Croatia,Bulgaria,3.0,0.0,False,0,2015
Czech Republic,Turkey,0.0,2.0,False,2,2015
Kazakhstan,Netherlands,1.0,2.0,False,2,2015
Norway,Malta,2.0,0.0,False,0,2015
United States,Mexico,2.0,3.0,False,2,2015
Denmark,France,1.0,2.0,False,2,2015
Egypt,Zambia,3.0,0.0,True,0,2015
Germany,Georgia,2.0,1.0,False,0,2015
Gibraltar,Scotland,0.0,6.0,True,2,2015
Serbia,Portugal,1.0,2.0,False,2,2015
Austria,Liechtenstein,3.0,0.0,False,0,2015
Estonia,Switzerland,0.0,1.0,False,2,2015
Gabon,DR Congo,1.0,2.0,True,2,2015
Lithuania,England,0.0,3.0,False,2,2015
Morocco,Guinea,1.0,1.0,False,1,2015
Sweden,Moldova,2.0,0.0,False,0,2015
Ukraine,Spain,0.0,1.0,False,2,2015
Algeria,Senegal,1.0,0.0,False,0,2015
Belgium,Israel,3.0,1.0,False,0,2015
Brazil,Venezuela,3.0,1.0,False,0,2015
Cyprus,Bosnia and Herzegovina,2.0,3.0,False,2,2015
Ecuador,Bolivia,2.0,0.0,False,0,2015
Iran,Japan,1.0,1.0,False,1,2015
Italy,Norway,2.0,1.0,False,0,2015
Jordan,Tajikistan,3.0,0.0,False,0,2015
South Korea,Jamaica,3.0,0.0,False,0,2015
Malta,Croatia,0.0,1.0,False,2,2015
Netherlands,Czech Republic,2.0,3.0,False,2,2015
Paraguay,Argentina,0.0,0.0,False,1,2015
Qatar,Maldives,4.0,0.0,False,0,2015
Turkey,Iceland,1.0,0.0,False,0,2015
Uruguay,Colombia,3.0,0.0,False,0,2015
DR Congo,Zambia,3.0,0.0,True,0,2015
Angola,DR Congo,1.0,0.0,False,0,2015
Palestine,Saudi Arabia,0.0,0.0,True,1,2015
Jordan,Malta,2.0,0.0,True,0,2015
Australia,Kyrgyzstan,3.0,0.0,False,0,2015
Burundi,DR Congo,2.0,3.0,False,2,2015
Chile,Colombia,1.0,1.0,False,1,2015
Ecuador,Uruguay,2.0,1.0,False,0,2015
Iran,Turkmenistan,3.0,1.0,False,0,2015
South Korea,Myanmar,4.0,0.0,False,0,2015
Morocco,Equatorial Guinea,2.0,0.0,False,0,2015
Norway,Hungary,0.0,1.0,False,2,2015
Oman,New Zealand,0.0,1.0,False,2,2015
Singapore,Japan,0.0,3.0,False,2,2015
